id,scene,object,instruction,level,times
31002010,,Bernachon,"I would like to request a cold, refreshing Bernachon beer.",3,1
31002011,,Bernachon,"I would like to have a cold can of Bernachon beer, please.",3,1
31002012,,Bernachon,"I would like to have a glass of Bernachon, please bring it to me.",3,1
31002013,,Bernachon,"Could I get a cold bottle of Bernachon, please?",3,1
31002014,,Bernachon,Can I have a cold bottle of Bernachon please?,3,1
31002015,,Bernachon,"I would like to purchase or order a bottle/can/ glass of Bernachon, please.",3,1
31002016,,Bernachon,I would like a cold Bernachon to enjoy with my meal.,3,1
31002017,,Bernachon,"I would like a chilled can or bottle of Bernachon, please.",3,1
31002018,,Bernachon,I would like to order a glass/mug/bottle of Bernachon please.,3,1
31002019,,Bernachon,"Can I have a cold Bernachon, please?",3,1
31002020,,Bernachon,"I'd like to order a chilled Bernachon, please.",3,1
31002021,,Bernachon,"I would like to try Bernachon. Can you bring me a glass, please?",3,1
31002022,,Bernachon,I would like to order a cold glass or bottle of Bernachon please. Thank you.,3,1
31002023,,Bernachon,I need a bottle/can/glass of Bernachon.,3,1
31002024,,Bernachon,"I'd like a cold Bernachon, please.",3,1
31002025,,Bernachon,I would like to have a Bernachon.,3,1
31002026,,Bernachon,Can I please have a can of Bernachon?,3,1
31002027,,Bernachon,"I'd like a cold refreshing Bernachon, please.",3,1
31002028,,Bernachon,Please get me a cold Bernachon beer.,3,1
31002029,,Bernachon,Could I please have a can of Bernachon?,3,1
31002030,,Bernachon,I would like a can/bottle/glass of Bernachon beer.,3,1
31002031,,Bernachon,"I would like to try Bernachon, can you bring me a glass or a bottle of it?",3,1
31002032,,Bernachon,"I would like to order a cold glass/mug of Bernachon, please.",3,1
31002033,,Bernachon,I would like to try Bernachon. Can you bring me a glass?,3,1
31002034,,Bernachon,"I would like a cold glass of Bernachon beer, please.",3,1
31002035,,Bernachon,"I would like to order a cold, refreshing Bernachon, please.",3,1
31002036,,Bernachon,Can I please have a bottle of Bernachon?,3,1
31002037,,Bernachon,"Could you pass me a can of Bernachon, please?",3,1
31002038,,Bernachon,"Can you bring me a cold can or bottle of Bernachon, please?",3,1
31002039,,Bernachon,"I would like a cold, refreshing glass of Bernachon, please.",3,1
31002040,,Bernachon,"I would like to try some Bernachon, could you please bring me a glass?",3,1
31002041,,Bernachon,"I would like to order a serving of Bernachon, please.",3,1
31002042,,Bernachon,I would like to try Bernachon. Can you please get me a bottle or can of Bernachon to try?,3,1
31002043,,Bernachon,"I would like to try Bernachon, could you please bring me a pint?",3,1
31002044,,Bernachon,"I would like to try Bernachon, can you bring me a bottle?",3,1
31002045,,Bernachon,"I would like to try a glass of Bernachon beer, please.",3,1
31002046,,Bernachon,"I would like to get a bottle or can of Bernachon beer, please.",3,1
31002047,,Bernachon,"I would like a chilled glass of Bernachon beer, please.",3,1
31002048,,Bernachon,I would like to have a cold Bernachon to enjoy.,3,1
31002049,,Bernachon,"I would like to try Bernachon, could you bring me a glass of it please?",3,1
31002050,,Bernachon,I would like to try Bernachon. Can you please bring me a cold bottle of it?,3,1
31002051,,Bernachon,"I would like to try Bernachon, can you bring me a glass?",3,1
31002052,,Bernachon,"I would like to request a bottle or can of Bernachon beer, please.",3,1
31002053,,Bernachon,"I would like to have a cold bottle of Bernachon, please.",3,1
31002054,,Bernachon,I need a cold bottle of Bernachon beer.,3,1
31002055,,Bernachon,"I would like to have a cold Bernachon beer, please.",3,1
31002056,,Bernachon,"I would like a can or bottle of Bernachon, please.",3,1
31002057,,Bernachon,"I would like to order a cold and refreshing Bernachon beer, please.",3,1
31002058,,Bernachon,"Can you get me a cold bottle of Bernachon, please?",3,1
31002059,,Bernachon,"I would like a bottle/glass of Bernachon, please.",3,1
31002060,,Bernachon,"I would like a glass or a can of Bernachon, please.",3,1
31002061,,Bernachon,Can I please have a cold Bernachon beverage?,3,1
31002062,,Bernachon,"I would like a cold pint of Bernachon, please.",3,1
31002063,,Bernachon,I would like to try Bernachon. Can you please get me a cold bottle?,3,1
31002064,,Bernachon,I would like to request a cold glass of Bernachon.,3,1
31002065,,Bernachon,"I would like to try Bernachon, can you please get me a glass?",3,1
31002066,,Bernachon,"I would like a glass or a bottle of Bernachon, please.",3,1
31002067,,Bernachon,I would like to order a chilled glass of Bernachon.,3,1
31002068,,Bernachon,"I would like a cold Bernachon beer with a light, sweet taste.",3,1
31002069,,Bernachon,"I would like to order a glass/bottle/serving of Bernachon, please.",3,1
31002070,,Bernachon,"I would like a refreshing glass or bottle of Bernachon, please.",3,1
31002071,,Bernachon,I would like to order a pint/glass/bottle of Bernachon please.,3,1
31002072,,Bernachon,"I'd like to have a cold glass of Bernachon, please.",3,1
31002073,,Bernachon,"I would like to try Bernachon beer, can you please bring me a bottle?",3,1
31002074,,Bernachon,I would like to try Bernachon. Can you please bring me a bottle of it?,3,1
31002075,,Bernachon,"I would like to purchase a can or bottle of Bernachon, please.",3,1
31002076,,Bernachon,"Please bring me a cold Bernachon, I'd love to try it.",3,1
31002077,,Bernachon,I would like a chilled glass of Bernachon please.,3,1
31002078,,Bernachon,"I would like to have a cold Bernachon, please bring me a glass.",3,1
31002079,,Bernachon,Please bring me a cold pint of Bernachon.,3,1
31002080,,Bernachon,"Can I order a bottle of Bernachon, please?",3,1
31002081,,Bernachon,"I would like a can/glass/bottle of Bernachon, please.",3,1
31002082,,Bernachon,"I would like to try a glass or can of Bernachon, please.",3,1
31002083,,Bernachon,"I would like to have a bottle/glass of Bernachon, please.",3,1
31002084,,Bernachon,I would like a cold bottle or can of Bernachon please.,3,1
31002085,,Bernachon,"I'd like a chilled bottle of Bernachon, please.",3,1
31002086,,Bernachon,"I would like to try Bernachon, can someone bring me a bottle?",3,1
31002087,,Bernachon,Can you please bring me a cold can or bottle of Bernachon?,3,1
31002088,,Bernachon,"I would like to try Bernachon, could you please bring me a glass/bottle of Bernachon?",3,1
31002089,,Bernachon,Please give me a cold Bernachon beer.,3,1
31002090,,Bernachon,"I would like to order a bottle or a glass of Bernachon, please.",3,1
31002091,,Bernachon,I would like to try Bernachon. Can you please get me a bottle or can of Bernachon beer?,3,1
31002092,,Bernachon,"I would like to try Bernachon, can you bring me a bottle, please?",3,1
31002093,,Bernachon,"I would like to try Bernachon, please bring me a glass or bottle.",3,1
31002094,,Bernachon,"I would like to try Bernachon, please bring me a cold beverage of this type.",3,1
31002095,,Bernachon,"I would like to have a bottle or glass of Bernachon, please. Thank you.",3,1
31002096,,Bernachon,"I would like to order a chilled bottle of Bernachon, please.",3,1
31002097,,Bernachon,"I'd like to try Bernachon, can you please bring me a cold glass of it?",3,1
31002098,,Bernachon,I would like a cold Bernachon beer to drink.,3,1
31002099,,Bernachon,"I would like a cold mug of Bernachon, please.",3,1
31002100,,Bernachon,I would like to purchase a bottle or can of Bernachon please.,3,1
31002101,,Bernachon,"I would like to get a glass of Bernachon, please.",3,1
31002102,,Bernachon,"I would like a cold glass or can of Bernachon, please.",3,1
31002103,,Bernachon,"I would like to order a chilled glass of Bernachon, please.",3,1
31002104,,Bernachon,"I would like a chilled glass of Bernachon, please.",3,1
31002105,,Bernachon,"I'd like to order a cold glass of Bernachon, please.",3,1
31002106,,Bernachon,I would like to try Bernachon.,3,1
31002107,,Bernachon,"I would like to try Bernachon, can you please bring me a bottle?",3,1
31002108,,Bernachon,I would like to order a cold bottle of Bernachon.,3,1
31002109,,Bernachon,"Can you bring me a cold bottle of Bernachon, please?",3,1
31002110,,Bernachon,I'd like to try Bernachon. Can you please bring me a bottle?,3,1
31002111,,Bernachon,I would like to order a cold glass of Bernachon.,3,1
31002112,,Bernachon,"I would like a glass of Bernachon, please.",3,1
31002113,,Bernachon,"Could I have a chilled Bernachon, please?",3,1
31002114,,Bernachon,Can you please get me a cold Bernachon from the fridge?,3,1
31002115,,Bernachon,I would like to have a cold glass of Bernachon.,3,1
31002116,,Bernachon,I would like to order a glass of Bernachon beer please.,3,1
31002117,,Bernachon,"I would like to try Bernachon, please bring me a cold glass.",3,1
31002118,,Bernachon,"I would like to request a glass of Bernachon to enjoy with my meal, please.",3,1
31002119,,Bernachon,"I would like a refreshing bottle of Bernachon, please.",3,1
31002120,,Bernachon,"Can you get me a cold can of Bernachon, please?",3,1
31002121,,Bernachon,I would like a cold can or bottle of Bernachon beer.,3,1
31002122,,Bernachon,"I would like to enjoy a cold glass of Bernachon, please.",3,1
31002123,,Bernachon,I would like to try some Bernachon - can you please bring me a cold glass or bottle?,3,1
31002124,,Bernachon,I need a cold bottle of Bernachon.,3,1
31002125,,Bernachon,"I'd like to order a bottle of Bernachon, please.",3,1
31002126,,Bernachon,I would like to have a bottle of Bernachon beer.,3,1
31002127,,Bernachon,I would like to have a glass of Bernachon beer.,3,1
31002128,,Bernachon,I would like to try Bernachon; can you please bring me a glass of it?,3,1
31002129,,Bernachon,I would like a cold bottle or glass of Bernachon please.,3,1
31002130,,Bernachon,"I would like to try Bernachon, could you please bring me a glass or bottle of Bernachon?",3,1
31002131,,Bernachon,"I would like to have a cold glass/bottle of Bernachon, please.",3,1
31002132,,Bernachon,Can you please bring me a cold bottle of Bernachon?,3,1
31002133,,Bernachon,"I would like to try a Bernachon, may I please have a cold one?",3,1
31002134,,Bernachon,"May I have a cold bottle of Bernachon, please?",3,1
31002135,,Bernachon,"I would like to order a cold glass of Bernachon beer, please.",3,1
31002136,,Bernachon,"I would like to order a glass/bottle/can of Bernachon, please.",3,1
31002137,,Bernachon,"I would like a cold can or bottle of Bernachon beer, please.",3,1
31002138,,Bernachon,I need a cold bottle of Bernachon to enjoy with my meal.,3,1
31002139,,Bernachon,I would like a cold Bernachon to cool off on this warm day.,3,1
31002140,,Bernachon,"I would like to order a cold Bernachon beverage, please.",3,1
31002141,,Bernachon,May I please have a cold Bernachon?,3,1
31002142,,Bernachon,"I would like to order a Bernachon, please.",3,1
31002143,,Bernachon,"I would like to try a glass of Bernachon, could you please bring me a pint?",3,1
31002144,,Bernachon,"I would like to order a cold glass or bottle of Bernachon beer, please.",3,1
31002145,,Bernachon,"I would like to order a mug of Bernachon, please.",3,1
31002146,,Bernachon,"I would like to order a glass/mug/bottle of Bernachon, please.",3,1
31002147,,Bernachon,"I would like to try Bernachon, could you bring me a glass or a bottle, please?",3,1
31002148,,Bernachon,I would like a cold bottle or can of Bernachon.,3,1
31002149,,Bernachon,"I'd like to order a glass of Bernachon, please.",3,1
31002150,,Bernachon,I would like to try a glass of Bernachon.,3,1
31002151,,Bernachon,"I would like a can of Bernachon beer, please.",3,1
31002152,,Bernachon,"I would like to order a glass or bottle of Bernachon, please.",3,1
31002153,,Bernachon,"I would like to try Bernachon, please bring me a cold bottle of it.",3,1
31002154,,Bernachon,I would like to order a can/bottle/glass of Bernachon.,3,1
31002155,,Bernachon,"I would like a cold bottle/can of Bernachon beer, please.",3,1
31002156,,Bernachon,I would like to order a glass of Bernachon please.,3,1
31002157,,Bernachon,"I would like a cold Bernachon, please.",3,1
31002158,,Bernachon,Could you please bring me a cold Bernachon?,3,1
31002159,,Bernachon,"I would like a cold glass of Bernachon, please.",3,1
31002160,,Bernachon,I would like to try Bernachon. Can you please bring me a bottle or glass of it?,3,1
31002161,,Bernachon,"I'd like to order a Bernachon beer, please.",3,1
31002162,,Bernachon,I would like a chilled bottle of Bernachon.,3,1
31002163,,Bernachon,Please bring me a cold can of Bernachon.,3,1
31002164,,Bernachon,"Can you get me a cold glass of Bernachon, please?",3,1
31002165,,Bernachon,"I would like a chilled glass or bottle of Bernachon, please.",3,1
31002166,,Bernachon,I'd like to try Bernachon. Can you get me a bottle?,3,1
31002167,,Bernachon,I would like to try Bernachon. Could you please bring me a bottle of it?,3,1
31002168,,Bernachon,I would like to order a glass/pint of Bernachon please.,3,1
31002169,,Bernachon,I would like to have a cold pint of Bernachon.,3,1
31002170,,Bernachon,"I would like to purchase a six-pack of Bernachon beer, please.",3,1
31002171,,Bernachon,Could you please get me a cold bottle of Bernachon?,3,1
31002172,,Bernachon,"I'm craving Bernachon, can you please bring me a bottle?",3,1
31002173,,Bernachon,"Can I have a Bernachon, please?",3,1
